user ID,Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
,,Rightside window,Distracted Behavior,0:02:21,0:02:44,16,Sunglasses
,,Rightside window,Distracted Behavior,0:02:54,0:03:14,3,Sunglasses
,,Rightside window,Distracted Behavior,0:03:23,0:03:47,17,Sunglasses
,,Rightside window,Distracted Behavior,0:03:54,0:04:18,4,Sunglasses
,,Rightside window,Distracted Behavior,0:04:27,0:04:52,12,Sunglasses
,,Rightside window,Distracted Behavior,0:05:01,0:05:19,11,Sunglasses
,,Rightside window,Distracted Behavior,0:05:28,0:05:53,10,Sunglasses
,,Rightside window,Distracted Behavior,0:06:03,0:06:25,6,Sunglasses
,,Rightside window,Distracted Behavior,0:06:34,0:06:51,0,Sunglasses
,,Rightside window,Distracted Behavior,0:07:00,0:07:38,7,Sunglasses
,,Rightside window,Distracted Behavior,0:07:47,0:08:11,15,Sunglasses
,,Rightside window,Distracted Behavior,0:08:19,0:08:44,2,Sunglasses
,,Rightside window,Distracted Behavior,0:08:54,0:09:15,13,Sunglasses
,,Rightside window,Distracted Behavior,0:09:23,0:09:42,5,Sunglasses
,,Rightside window,Distracted Behavior,0:09:52,0:10:09,14,Sunglasses
,,Rightside window,Distracted Behavior,0:10:18,0:10:41,8,Sunglasses
