user ID,Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
 ,Right_side_window_user_id_24026_4, Rightside_window, Distracted,0:00:00,0:00:22,NA,Sunglass
 , , Rightside_window, Distracted,0:00:23,0:00:46,10,Sunglass
 , , Rightside_window, Distracted,0:00:56,0:01:14,9,Sunglass
 , , Rightside_window, Distracted,0:01:24,0:01:41,0,Sunglass
 , , Rightside_window, Distracted,0:01:51,0:02:15,3,Sunglass
 , , Rightside_window, Distracted,0:02:25,0:02:42,1,Sunglass
 , , Rightside_window, Distracted,0:02:52,0:03:14,12,Sunglass
 , , Rightside_window, Distracted,0:03:24,0:03:39,2,Sunglass
 , , Rightside_window, Distracted,0:03:49,0:04:13,8,Sunglass
 , , Rightside_window, Distracted,0:04:23,0:04:47,7,Sunglass
 , , Rightside_window, Distracted,0:04:57,0:05:19,17,Sunglass
 , , Rightside_window, Distracted,0:05:29,0:05:47,16,Sunglass
 , , Rightside_window, Distracted,0:05:57,0:06:15,6,Sunglass
 , , Rightside_window, Distracted,0:06:25,0:06:41,5,Sunglass
 , , Rightside_window, Distracted,0:06:51,0:07:13,14,Sunglass
 , , Rightside_window, Distracted,0:07:23,0:07:41,15,Sunglass
 , , Rightside_window, Distracted,0:07:51,0:08:09,13,Sunglass
 , , Rightside_window, Distracted,0:08:19,0:08:41,11,Sunglass
 , , Rightside_window, Distracted,0:08:51,0:09:06,4,Sunglass
 , , Rightside_window, Distracted,0:09:07,0:09:39,NA,Sunglass
