User ID,Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
,,Dashboard,Distracted,0:02:10,0:02:32,9,Sunglasses
,,Dashboard,Distracted,0:02:42,0:03:06,0,Sunglasses
,,Dashboard,Distracted,0:03:16,0:03:35,2,Sunglasses
,,Dashboard,Distracted,0:03:45,0:04:03,14,Sunglasses
,,Dashboard,Distracted,0:04:13,0:04:37,7,Sunglasses
,,Dashboard,Distracted,0:04:47,0:05:06,11,Sunglasses
,,Dashboard,Distracted,0:05:16,0:05:34,8,Sunglasses
,,Dashboard,Distracted,0:05:44,0:06:04,1,Sunglasses
,,Dashboard,Distracted,0:06:14,0:06:34,16,Sunglasses
,,Dashboard,Distracted,0:06:44,0:07:00,6,Sunglasses
,,Dashboard,Distracted,0:07:10,0:07:25,10,Sunglasses
,,Dashboard,Distracted,0:07:35,0:07:58,13,Sunglasses
,,Dashboard,Distracted,0:08:08,0:08:23,5,Sunglasses
,,Dashboard,Distracted,0:08:33,0:08:52,15,Sunglasses
,,Dashboard,Distracted,0:08:53,0:09:15,,Sunglasses
,Rear_view_user_id_56306_3,Rear view,Distracted,0:00:00,0:00:08,,Sunglasses
,,Rear view,Distracted,0:00:10,0:00:33,3,Sunglasses
,,Rear view,Distracted,0:00:43,0:00:58,17,Sunglasses
,,Rear view,Distracted,0:01:08,0:01:26,12,Sunglasses
,,Rear view,Distracted,0:01:36,0:02:00,4,Sunglasses
,,Rear view,Distracted,0:02:10,0:02:32,9,Sunglasses
,,Rear view,Distracted,0:02:42,0:03:05,0,Sunglasses
,,Rear view,Distracted,0:03:15,0:03:34,2,Sunglasses
,,Rear view,Distracted,0:03:44,0:04:02,14,Sunglasses
,,Rear view,Distracted,0:04:12,0:04:37,7,Sunglasses
,,Rear view,Distracted,0:04:47,0:05:06,11,Sunglasses
,,Rear view,Distracted,0:05:16,0:05:34,8,Sunglasses
,,Rear view,Distracted,0:05:44,0:06:04,1,Sunglasses
,,Rear view,Distracted,0:06:14,0:06:34,16,Sunglasses
,,Rear view,Distracted,0:06:44,0:07:00,6,Sunglasses
,,Rear view,Distracted,0:07:10,0:07:25,10,Sunglasses
,,Rear view,Distracted,0:07:35,0:07:58,13,Sunglasses
,,Rear view,Distracted,0:08:08,0:08:23,5,Sunglasses
,,Rear view,Distracted,0:08:33,0:08:52,15,Sunglasses
,,Rear view,Distracted,0:08:53,0:09:12,,Sunglasses
,Rightside_window_user_id_56306_3,Rightside_window,Distracted,0:00:00,0:00:08,,Sunglasses
,,Rightside_window,Distracted,0:00:10,0:00:33,3,Sunglasses
,,Rightside_window,Distracted,0:00:43,0:00:58,17,Sunglasses
,,Rightside_window,Distracted,0:01:08,0:01:26,12,Sunglasses
,,Rightside_window,Distracted,0:01:36,0:02:00,4,Sunglasses
,,Rightside_window,Distracted,0:02:10,0:02:32,9,Sunglasses
,,Rightside_window,Distracted,0:02:42,0:03:05,0,Sunglasses
,,Rightside_window,Distracted,0:03:15,0:03:34,2,Sunglasses
,,Rightside_window,Distracted,0:03:44,0:04:02,14,Sunglasses
,,Rightside_window,Distracted,0:04:12,0:04:37,7,Sunglasses
,,Rightside_window,Distracted,0:04:47,0:05:06,11,Sunglasses
,,Rightside_window,Distracted,0:05:16,0:05:34,8,Sunglasses
,,Rightside_window,Distracted,0:05:44,0:06:04,1,Sunglasses
,,Rightside_window,Distracted,0:06:14,0:06:34,16,Sunglasses
,,Rightside_window,Distracted,0:06:44,0:07:00,6,Sunglasses
,,Rightside_window,Distracted,0:07:10,0:07:25,10,Sunglasses
,,Rightside_window,Distracted,0:07:35,0:07:58,13,Sunglasses
,,Rightside_window,Distracted,0:08:08,0:08:23,5,Sunglasses
,,Rightside_window,Distracted,0:08:33,0:08:52,15,Sunglasses
,,Rightside_window,Distracted,0:08:53,0:09:14,,Sunglasses
