user ID,Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
,,Rightside window,Distracted Behavior,0:06:00,0:06:22,8,None
,,Rightside window,Distracted Behavior,0:06:32,0:06:53,6,None
,,Rightside window,Distracted Behavior,0:07:02,0:07:25,10,None
,,Rightside window,Distracted Behavior,0:07:34,0:07:50,4,None
,,Rightside window,Distracted Behavior,0:07:59,0:08:24,11,None
,,Rightside window,Distracted Behavior,0:08:33,0:08:52,13,None
,,Rightside window,Distracted Behavior,0:09:01,0:09:23,7,None
,,Rightside window,Distracted Behavior,0:09:33,0:09:50,16,None
,Dashboard_user_id_35133_2,Dashboard,Distracted Behavior,0:00:09,0:00:32,12,Hat
,,Dashboard,Distracted Behavior,0:00:41,0:00:58,0,Hat
,,Dashboard,Distracted Behavior,0:01:07,0:01:24,1,Hat
,,Dashboard,Distracted Behavior,0:01:34,0:01:52,2,Hat
,,Dashboard,Distracted Behavior,0:02:01,0:02:18,15,Hat
,,Dashboard,Distracted Behavior,0:02:29,0:02:53,17,Hat
,,Dashboard,Distracted Behavior,0:03:03,0:03:27,9,Hat
,,Dashboard,Distracted Behavior,0:03:36,0:03:57,5,Hat
,,Dashboard,Distracted Behavior,0:04:06,0:04:22,14,Hat
,,Dashboard,Distracted Behavior,0:04:31,0:04:48,3,Hat
,,Dashboard,Distracted Behavior,0:04:57,0:05:19,8,Hat
,,Dashboard,Distracted Behavior,0:05:27,0:05:49,6,Hat
,,Dashboard,Distracted Behavior,0:05:59,0:06:20,10,Hat
,,Dashboard,Distracted Behavior,0:06:30,0:06:47,4,Hat
,,Dashboard,Distracted Behavior,0:06:56,0:07:20,11,Hat
,,Dashboard,Distracted Behavior,0:07:29,0:07:48,13,Hat
,,Dashboard,Distracted Behavior,0:07:57,0:08:19,7,Hat
,,Dashboard,Distracted Behavior,0:08:28,0:08:47,16,Hat
,Rear_view_user_id_35133_2,Rearview,Distracted Behavior,0:00:09,0:00:32,12,Hat
,,Rearview,Distracted Behavior,0:00:41,0:00:58,0,Hat
,,Rearview,Distracted Behavior,0:01:07,0:01:24,1,Hat
,,Rearview,Distracted Behavior,0:01:34,0:01:52,2,Hat
,,Rearview,Distracted Behavior,0:02:01,0:02:18,15,Hat
,,Rearview,Distracted Behavior,0:02:29,0:02:53,17,Hat
,,Rearview,Distracted Behavior,0:03:03,0:03:27,9,Hat
,,Rearview,Distracted Behavior,0:03:36,0:03:57,5,Hat
,,Rearview,Distracted Behavior,0:04:06,0:04:22,14,Hat
,,Rearview,Distracted Behavior,0:04:31,0:04:48,3,Hat
,,Rearview,Distracted Behavior,0:04:57,0:05:19,8,Hat
,,Rearview,Distracted Behavior,0:05:27,0:05:49,6,Hat
,,Rearview,Distracted Behavior,0:05:59,0:06:20,10,Hat
,,Rearview,Distracted Behavior,0:06:30,0:06:47,4,Hat
,,Rearview,Distracted Behavior,0:06:56,0:07:20,11,Hat
,,Rearview,Distracted Behavior,0:07:29,0:07:48,13,Hat
,,Rearview,Distracted Behavior,0:07:57,0:08:19,7,Hat
,,Rearview,Distracted Behavior,0:08:28,0:08:47,16,Hat
,Rightside_window_user_id_35133_2,Rightside window,Distracted Behavior,0:00:09,0:00:32,12,Hat
,,Rightside window,Distracted Behavior,0:00:41,0:00:58,0,Hat
,,Rightside window,Distracted Behavior,0:01:07,0:01:24,1,Hat
,,Rightside window,Distracted Behavior,0:01:34,0:01:52,2,Hat
,,Rightside window,Distracted Behavior,0:02:01,0:02:18,15,Hat
,,Rightside window,Distracted Behavior,0:02:29,0:02:53,17,Hat
,,Rightside window,Distracted Behavior,0:03:03,0:03:27,9,Hat
,,Rightside window,Distracted Behavior,0:03:36,0:03:57,5,Hat
,,Rightside window,Distracted Behavior,0:04:06,0:04:22,14,Hat
,,Rightside window,Distracted Behavior,0:04:31,0:04:48,3,Hat
,,Rightside window,Distracted Behavior,0:04:57,0:05:19,8,Hat
,,Rightside window,Distracted Behavior,0:05:27,0:05:49,6,Hat
,,Rightside window,Distracted Behavior,0:05:59,0:06:20,10,Hat
,,Rightside window,Distracted Behavior,0:06:30,0:06:47,4,Hat
,,Rightside window,Distracted Behavior,0:06:56,0:07:20,11,Hat
,,Rightside window,Distracted Behavior,0:07:29,0:07:48,13,Hat
,,Rightside window,Distracted Behavior,0:07:57,0:08:19,7,Hat
,,Rightside window,Distracted Behavior,0:08:28,0:08:47,16,Hat
