Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:03:54,00:04:15,7,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:04:26,00:04:34,4,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:04:59,00:05:26,15,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:05:32,00:05:40,10,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:05:49,00:06:08,5,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:06:15,00:06:38,13,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:06:47,00:06:52,14,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:07:15,00:07:21,11,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:07:33,00:07:51,6,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:08:00,00:08:23,3,Hat
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:00:11,00:00:34,12,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:00:42,00:01:07,2,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:01:13,00:01:33,0,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:01:42,00:02:00,1,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:02:10,00:02:28,16,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:02:38,00:02:57,9,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:03:07,00:03:24,17,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:03:34,00:03:40,8,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:03:55,00:04:12,7,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:04:28,00:04:32,4,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:04:59,00:05:26,15,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:05:31,00:05:39,10,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:05:49,00:06:08,5,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:06:16,00:06:38,13,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:06:47,00:06:50,14,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:07:15,00:07:24,11,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:07:34,00:07:52,6,None
Rear_view_user_id_76189_4,Rear view,Distracted Behavior,00:08:01,00:08:24,3,None
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:00:11,00:00:34,12,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:00:42,00:01:08,2,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:01:14,00:01:33,0,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:01:49,00:02:00,1,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:02:10,00:02:28,16,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:02:38,00:02:57,9,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:03:06,00:03:24,17,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:03:37,00:03:46,8,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:03:54,00:04:15,7,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:04:26,00:04:34,4,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:04:59,00:05:26,15,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:05:32,00:05:40,10,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:05:49,00:06:08,5,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:06:15,00:06:38,13,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:06:47,00:06:52,14,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:07:15,00:07:21,11,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:07:33,00:07:51,6,Hat
Rear_view_user_id_76189_6,Rear view,Distracted Behavior,00:08:00,00:08:23,3,Hat
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:00:11,00:00:34,12,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:00:42,00:01:07,2,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:01:13,00:01:33,0,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:01:42,00:02:00,1,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:02:10,00:02:28,16,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:02:38,00:02:57,9,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:03:07,00:03:24,17,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:03:34,00:03:40,8,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:03:55,00:04:12,7,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:04:28,00:04:32,4,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:04:59,00:05:26,15,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:05:31,00:05:39,10,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:05:49,00:06:08,5,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:06:16,00:06:38,13,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:06:47,00:06:50,14,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:07:15,00:07:24,11,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:07:34,00:07:52,6,None
Right_side_window_user_id_76189_4,Right side window,Distracted Behavior,00:08:01,00:08:24,3,None
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:00:11,00:00:34,12,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:00:42,00:01:08,2,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:01:14,00:01:33,0,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:01:49,00:02:00,1,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:02:10,00:02:28,16,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:02:38,00:02:57,9,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:03:06,00:03:24,17,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:03:37,00:03:46,8,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:03:54,00:04:15,7,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:04:26,00:04:34,4,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:04:59,00:05:26,15,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:05:32,00:05:40,10,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:05:49,00:06:08,5,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:06:15,00:06:38,13,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:06:47,00:06:52,14,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:07:15,00:07:21,11,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:07:33,00:07:51,6,Hat
Right_side_window_user_id_76189_6,Right side window,Distracted Behavior,00:08:00,00:08:23,3,Hat
