Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:02:45,00:03:01,2,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:03:12,00:03:31,7,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:03:45,00:03:56,1,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:04:08,00:04:28,4,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:04:39,00:04:59,5,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:05:07,00:05:25,16,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:05:35,00:05:58,17,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:06:08,00:06:15,14,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:06:34,00:06:52,11,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:07:02,00:07:21,12,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:07:32,00:07:56,6,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:08:05,00:08:22,10,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:08:35,00:08:51,3,Hat
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:00:11,00:00:31,15,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:00:41,00:01:01,13,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:01:11,00:01:34,8,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:01:44,00:02:05,9,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:02:15,00:02:31,0,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:02:44,00:03:00,2,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:03:10,00:03:30,7,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:03:42,00:03:55,1,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:04:07,00:04:26,4,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:04:39,00:04:57,5,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:05:05,00:06:00,16,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:08:18,00:08:43,17,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:08:53,00:08:55,14,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:09:18,00:09:37,11,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:09:47,00:10:05,12,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:10:17,00:10:39,6,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:10:50,00:11:07,10,None
Rear_view_user_id_76803_5,Rear view,Distracted Behavior,00:11:18,00:11:36,3,None
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:00:12,00:00:32,15,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:00:43,00:00:55,13,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:01:13,00:01:36,8,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:01:46,00:02:09,9,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:02:16,00:02:33,0,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:02:45,00:03:01,2,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:03:12,00:03:31,7,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:03:45,00:03:56,1,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:04:08,00:04:28,4,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:04:39,00:04:59,5,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:05:07,00:05:25,16,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:05:35,00:05:58,17,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:06:08,00:06:15,14,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:06:34,00:06:52,11,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:07:02,00:07:21,12,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:07:32,00:07:56,6,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:08:05,00:08:22,10,Hat
Rear_view_user_id_76803_7,Rear view,Distracted Behavior,00:08:35,00:08:51,3,Hat
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:00:11,00:00:31,15,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:00:41,00:01:01,13,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:01:11,00:01:34,8,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:01:44,00:02:05,9,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:02:15,00:02:31,0,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:02:44,00:03:00,2,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:03:10,00:03:30,7,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:03:42,00:03:55,1,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:04:07,00:04:26,4,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:04:39,00:04:57,5,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:05:05,00:06:00,16,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:08:18,00:08:43,17,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:08:53,00:08:55,14,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:09:18,00:09:37,11,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:09:47,00:10:05,12,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:10:17,00:10:39,6,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:10:50,00:11:07,10,None
Right_side_window_user_id_76803_5,Right side window,Distracted Behavior,00:11:18,00:11:36,3,None
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:00:12,00:00:32,15,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:00:43,00:00:55,13,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:01:13,00:01:36,8,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:01:46,00:02:09,9,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:02:16,00:02:33,0,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:02:45,00:03:01,2,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:03:12,00:03:31,7,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:03:45,00:03:56,1,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:04:08,00:04:28,4,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:04:39,00:04:59,5,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:05:07,00:05:25,16,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:05:35,00:05:58,17,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:06:08,00:06:15,14,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:06:34,00:06:52,11,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:07:02,00:07:21,12,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:07:32,00:07:56,6,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:08:05,00:08:22,10,Hat
Right_side_window_user_id_76803_7,Right side window,Distracted Behavior,00:08:35,00:08:51,3,Hat
